%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1638862082000000000,242,1638862082000000000,gnss0,0,7,30.529334457263335,114.35656029547145,38.558000564575195,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862083000000000,243,1638862083000000000,gnss0,0,7,30.52933446226333,114.35656018713811,38.56500053405762,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862084000000000,244,1638862084000000000,gnss0,0,7,30.529334457263335,114.35656022047147,38.55999946594238,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862085000000000,245,1638862085000000000,gnss0,0,7,30.529334428929992,114.35656016713814,38.57099914550781,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862086000000000,246,1638862086000000000,gnss0,0,7,30.52933449893,114.35656022547147,38.56500053405762,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862087000000000,247,1638862087000000000,gnss0,0,7,30.529334488929994,114.35656016880479,38.56399917602539,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862088000000000,248,1638862088000000000,gnss0,0,7,30.52933449393,114.35656017213812,38.55500030517578,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862089000000000,249,1638862089000000000,gnss0,0,7,30.52933446726333,114.35656025880478,38.582000732421875,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862090000000000,250,1638862090000000000,gnss0,0,7,30.529334452263335,114.35656018547144,38.5629997253418,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862091000000000,251,1638862091000000000,gnss0,0,7,30.529334483929993,114.35656017547144,38.55500030517578,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862092000000000,252,1638862092000000000,gnss0,0,7,30.529334503930002,114.35656016547146,38.558000564575195,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862093000000000,253,1638862093000000000,gnss0,0,7,30.52933446393,114.35656021213812,38.56399917602539,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862094000000000,254,1638862094000000000,gnss0,0,7,30.529334485596667,114.35656022380479,38.569000244140625,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862095000000000,255,1638862095000000000,gnss0,0,7,30.52933447226333,114.35656019880479,38.566999435424805,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862096000000000,256,1638862096000000000,gnss0,0,7,30.529334503930002,114.35656019880479,38.55200004577637,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862097000000000,257,1638862097000000000,gnss0,0,7,30.529334470596666,114.35656018380479,38.56599998474121,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
1638862098000000000,258,1638862098000000000,gnss0,0,7,30.529334488929994,114.35656016213814,38.558000564575195,9.999999747378752e-05,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.0,0.0009000000427477062,2
